"","mesoregion","year","agec","j12_j18","ach.noj","all.deaths","coverage3","hdi.mesoregion.2010"
"2219",2702,2010,3,1,8,11,0,0.593598595940097
"2221",2702,2011,3,2,15,24,83.0394966786969,0.593598595940097
"2222",2702,2011,1,5,18,34,83.0394966786969,0.593598595940097
"2223",2702,2011,2,5,8,15,83.0394966786969,0.593598595940097
"2224",2702,2012,2,2,5,10,89.0742054351866,0.593598595940097
"2225",2702,2012,1,4,31,49,89.0742054351866,0.593598595940097
"2227",2702,2012,3,0,8,15,89.0742054351866,0.593598595940097
"2229",2702,2013,3,2,7,11,98.45383087433,0.593598595940097
"2230",2702,2013,2,2,6,12,98.45383087433,0.593598595940097
"2231",2702,2013,1,6,20,41,98.45383087433,0.593598595940097
"2232",2702,2014,3,1,7,10,97.167408993897,0.593598595940097
"2233",2702,2014,1,3,23,35,97.167408993897,0.593598595940097
"2235",2702,2014,2,2,0,4,97.167408993897,0.593598595940097
"2236",2702,2015,2,0,5,7,104.025549888491,0.593598595940097
"2237",2702,2015,1,2,20,32,104.025549888491,0.593598595940097
"2239",2702,2015,3,1,9,15,104.025549888491,0.593598595940097
"2241",2703,2005,1,43,160,263,0,0.646555118530267
"2242",2703,2005,2,7,42,70,0,0.646555118530267
"2243",2703,2005,3,7,57,78,0,0.646555118530267
"2245",2703,2006,1,39,146,232,0,0.646555118530267
"2246",2703,2006,2,6,26,46,0,0.646555118530267
"2247",2703,2006,3,4,39,60,0,0.646555118530267
"2249",2703,2007,1,34,113,204,0,0.646555118530267
"2250",2703,2007,2,12,42,79,0,0.646555118530267
"2251",2703,2007,3,7,48,78,0,0.646555118530267
"2253",2703,2008,1,36,82,161,0,0.646555118530267
"2254",2703,2008,2,5,25,46,0,0.646555118530267
"2255",2703,2008,3,6,41,68,0,0.646555118530267
"2257",2703,2009,1,19,77,161,0,0.646555118530267
"2258",2703,2009,2,12,26,56,0,0.646555118530267
"2259",2703,2009,3,7,42,72,0,0.646555118530267
"2261",2703,2010,1,18,57,129,0,0.646555118530267
"2262",2703,2010,2,8,28,49,0,0.646555118530267
"2263",2703,2010,3,6,36,63,0,0.646555118530267
"2264",2703,2011,3,6,37,59,62.1502723253341,0.646555118530267
"2265",2703,2011,1,17,49,108,62.1502723253341,0.646555118530267
"2267",2703,2011,2,6,21,43,62.1502723253341,0.646555118530267
"2268",2703,2012,2,3,20,39,80.9921235917196,0.646555118530267
"2269",2703,2012,1,14,56,106,80.9921235917196,0.646555118530267
"2271",2703,2012,3,6,35,56,80.9921235917196,0.646555118530267
"2272",2703,2013,2,0,16,23,80.7927103307681,0.646555118530267
"2274",2703,2013,3,4,25,44,80.7927103307681,0.646555118530267
"2275",2703,2013,1,12,73,106,80.7927103307681,0.646555118530267
"2276",2703,2014,2,5,13,32,84.4902273341536,0.646555118530267
"2278",2703,2014,1,11,61,94,84.4902273341536,0.646555118530267
"2279",2703,2014,3,4,19,31,84.4902273341536,0.646555118530267
"2280",2703,2015,1,14,48,86,83.4725516725108,0.646555118530267
"2282",2703,2015,3,4,24,40,83.4725516725108,0.646555118530267
"2283",2703,2015,2,0,17,30,83.4725516725108,0.646555118530267
"2285",2801,2005,1,1,15,28,0,0.57291548754385
"2286",2801,2005,2,5,3,10,0,0.57291548754385
"2287",2801,2005,3,2,3,7,0,0.57291548754385
"2289",2801,2006,1,5,16,28,0,0.57291548754385
"2290",2801,2006,2,2,3,6,0,0.57291548754385
"2291",2801,2006,3,3,2,7,0,0.57291548754385
"2293",2801,2007,1,5,16,25,0,0.57291548754385
"2294",2801,2007,2,1,2,6,0,0.57291548754385
"2295",2801,2007,3,0,7,8,0,0.57291548754385
"2297",2801,2008,1,3,11,17,0,0.57291548754385
"2298",2801,2008,2,3,3,8,0,0.57291548754385
"2299",2801,2008,3,1,7,10,0,0.57291548754385
"2301",2801,2009,1,5,14,30,0,0.57291548754385
"2302",2801,2009,2,0,3,4,0,0.57291548754385
"2303",2801,2009,3,3,6,11,0,0.57291548754385
"2305",2801,2010,1,0,8,13,0,0.57291548754385
"2306",2801,2010,2,2,1,3,0,0.57291548754385
"2307",2801,2010,3,1,1,6,0,0.57291548754385
"2308",2801,2011,2,1,5,8,91.815799180245,0.57291548754385
"2309",2801,2011,1,3,11,20,91.815799180245,0.57291548754385
"2310",2801,2011,3,1,2,5,91.815799180245,0.57291548754385
"2313",2801,2012,3,1,3,5,99.7798128644086,0.57291548754385
"2314",2801,2012,1,2,6,15,99.7798128644086,0.57291548754385
"2315",2801,2012,2,2,3,6,99.7798128644086,0.57291548754385
"2316",2801,2013,2,1,0,1,106.874001464715,0.57291548754385
"2317",2801,2013,1,4,8,15,106.874001464715,0.57291548754385
"2319",2801,2013,3,2,2,5,106.874001464715,0.57291548754385
"2320",2801,2014,1,3,3,9,99.2642530963354,0.57291548754385
"2322",2801,2014,3,0,2,5,99.2642530963354,0.57291548754385
"2323",2801,2014,2,1,2,4,99.2642530963354,0.57291548754385
"2324",2801,2015,2,0,5,6,98.2827727627687,0.57291548754385
"2325",2801,2015,3,0,5,7,98.2827727627687,0.57291548754385
"2326",2801,2015,1,0,9,16,98.2827727627687,0.57291548754385
"2329",2802,2005,1,7,41,61,0,0.602920631300934
"2330",2802,2005,2,6,10,21,0,0.602920631300934
"2331",2802,2005,3,3,7,15,0,0.602920631300934
"2333",2802,2006,1,4,15,28,0,0.602920631300934
"2334",2802,2006,2,1,5,13,0,0.602920631300934
"2335",2802,2006,3,5,8,17,0,0.602920631300934
"2337",2802,2007,1,6,12,27,0,0.602920631300934
"2338",2802,2007,2,3,6,10,0,0.602920631300934
"2339",2802,2007,3,1,11,16,0,0.602920631300934
"2341",2802,2008,1,4,14,29,0,0.602920631300934
"2342",2802,2008,2,0,2,5,0,0.602920631300934
"2343",2802,2008,3,2,10,20,0,0.602920631300934
"2345",2802,2009,1,3,18,30,0,0.602920631300934
"2346",2802,2009,2,1,6,12,0,0.602920631300934
"2347",2802,2009,3,2,12,16,0,0.602920631300934
"2349",2802,2010,1,0,9,14,0,0.602920631300934
"2350",2802,2010,2,2,6,11,0,0.602920631300934
"2351",2802,2010,3,1,4,10,0,0.602920631300934
"2352",2802,2011,2,3,7,11,100.507776245986,0.602920631300934
"2353",2802,2011,1,5,9,27,100.507776245986,0.602920631300934
"2355",2802,2011,3,0,4,6,100.507776245986,0.602920631300934
"2357",2802,2012,3,2,4,7,103.076744359609,0.602920631300934
"2358",2802,2012,2,1,3,6,103.076744359609,0.602920631300934
"2359",2802,2012,1,2,14,21,103.076744359609,0.602920631300934
"2360",2802,2013,2,0,4,8,102.458156722343,0.602920631300934
"2361",2802,2013,1,2,7,15,102.458156722343,0.602920631300934
"2363",2802,2013,3,2,3,8,102.458156722343,0.602920631300934
"2364",2802,2014,1,5,17,27,96.7387874842703,0.602920631300934
"2365",2802,2014,3,0,4,9,96.7387874842703,0.602920631300934
"2366",2802,2014,2,1,3,7,96.7387874842703,0.602920631300934
"2368",2802,2015,2,2,6,10,93.1848414802775,0.602920631300934
"2369",2802,2015,3,0,7,10,93.1848414802775,0.602920631300934
"2370",2802,2015,1,1,8,11,93.1848414802775,0.602920631300934
"2373",2803,2005,1,14,77,135,0,0.683497165404851
"2374",2803,2005,2,4,18,36,0,0.683497165404851
"2375",2803,2005,3,3,25,38,0,0.683497165404851
"2377",2803,2006,1,18,64,115,0,0.683497165404851
"2378",2803,2006,2,4,17,34,0,0.683497165404851
"2379",2803,2006,3,3,20,37,0,0.683497165404851
"2381",2803,2007,1,15,44,90,0,0.683497165404851
"2382",2803,2007,2,8,17,33,0,0.683497165404851
"2383",2803,2007,3,5,25,43,0,0.683497165404851
"2385",2803,2008,1,8,46,73,0,0.683497165404851
"2386",2803,2008,2,4,15,31,0,0.683497165404851
"2387",2803,2008,3,4,25,42,0,0.683497165404851
"2389",2803,2009,1,19,35,84,0,0.683497165404851
"2390",2803,2009,2,4,11,21,0,0.683497165404851
"2391",2803,2009,3,2,20,34,0,0.683497165404851
"2393",2803,2010,1,9,41,76,0,0.683497165404851
"2394",2803,2010,2,2,12,24,0,0.683497165404851
"2395",2803,2010,3,6,20,39,0,0.683497165404851
"2396",2803,2011,1,13,35,73,92.6820644424484,0.683497165404851
"2398",2803,2011,2,3,11,26,92.6820644424484,0.683497165404851
"2399",2803,2011,3,4,22,34,92.6820644424484,0.683497165404851
"2400",2803,2012,3,2,24,35,91.9456420505582,0.683497165404851
"2401",2803,2012,1,8,38,82,91.9456420505582,0.683497165404851
"2403",2803,2012,2,2,12,25,91.9456420505582,0.683497165404851
"2404",2803,2013,2,1,15,24,95.0063223726421,0.683497165404851
"2405",2803,2013,3,2,14,24,95.0063223726421,0.683497165404851
"2407",2803,2013,1,12,37,80,95.0063223726421,0.683497165404851
"2408",2803,2014,1,16,36,79,91.3233582702425,0.683497165404851
"2409",2803,2014,2,1,16,25,91.3233582702425,0.683497165404851
"2411",2803,2014,3,0,22,34,91.3233582702425,0.683497165404851
"2412",2803,2015,1,10,26,53,92.3490197998203,0.683497165404851
"2414",2803,2015,3,4,14,32,92.3490197998203,0.683497165404851
"2415",2803,2015,2,2,18,27,92.3490197998203,0.683497165404851
"2417",2901,2005,1,10,24,49,0,0.644828647004566
"2418",2901,2005,2,0,4,7,0,0.644828647004566
"2419",2901,2005,3,4,7,15,0,0.644828647004566
"2421",2901,2006,1,2,25,36,0,0.644828647004566
"2422",2901,2006,2,4,15,20,0,0.644828647004566
"2423",2901,2006,3,4,12,19,0,0.644828647004566
"2425",2901,2007,1,4,17,25,0,0.644828647004566
"2426",2901,2007,2,0,3,3,0,0.644828647004566
"2427",2901,2007,3,0,6,6,0,0.644828647004566
"2429",2901,2008,1,3,22,31,0,0.644828647004566
"2430",2901,2008,2,2,11,15,0,0.644828647004566
"2431",2901,2008,3,1,11,14,0,0.644828647004566
"2433",2901,2009,1,7,24,37,0,0.644828647004566
"2434",2901,2009,2,3,6,9,0,0.644828647004566
"2435",2901,2009,3,0,9,11,0,0.644828647004566
"2437",2901,2010,1,2,19,24,0,0.644828647004566
"2438",2901,2010,2,1,7,11,0,0.644828647004566
"2439",2901,2010,3,0,14,16,0,0.644828647004566
"2440",2901,2011,2,2,11,13,88.5196651090461,0.644828647004566
"2441",2901,2011,3,1,14,17,88.5196651090461,0.644828647004566
"2442",2901,2011,1,6,18,30,88.5196651090461,0.644828647004566
"2444",2901,2012,3,2,4,8,105.032671763872,0.644828647004566
"2446",2901,2012,2,1,5,9,105.032671763872,0.644828647004566
"2447",2901,2012,1,2,16,26,105.032671763872,0.644828647004566
"2449",2901,2013,3,1,8,14,106.158468307631,0.644828647004566
"2450",2901,2013,1,4,19,29,106.158468307631,0.644828647004566
"2451",2901,2013,2,3,8,14,106.158468307631,0.644828647004566
"2452",2901,2014,2,2,7,9,104.885811179802,0.644828647004566
"2453",2901,2014,1,1,20,25,104.885811179802,0.644828647004566
"2455",2901,2014,3,1,9,13,104.885811179802,0.644828647004566
"2456",2901,2015,1,6,25,35,92.1950395706761,0.644828647004566
"2458",2901,2015,3,0,10,12,92.1950395706761,0.644828647004566
"2459",2901,2015,2,1,6,8,92.1950395706761,0.644828647004566
"2461",2902,2005,1,12,62,94,0,0.612762595149634
"2462",2902,2005,2,3,15,25,0,0.612762595149634
"2463",2902,2005,3,4,21,30,0,0.612762595149634
"2465",2902,2006,1,15,48,88,0,0.612762595149634
"2466",2902,2006,2,2,18,31,0,0.612762595149634
"2467",2902,2006,3,1,11,19,0,0.612762595149634
"2469",2902,2007,1,11,36,68,0,0.612762595149634
"2470",2902,2007,2,2,14,19,0,0.612762595149634
"2471",2902,2007,3,4,21,33,0,0.612762595149634
"2473",2902,2008,1,10,57,91,0,0.612762595149634
"2474",2902,2008,2,2,13,18,0,0.612762595149634
"2475",2902,2008,3,2,16,26,0,0.612762595149634
"2477",2902,2009,1,9,39,73,0,0.612762595149634
"2478",2902,2009,2,2,10,21,0,0.612762595149634
"2479",2902,2009,3,3,17,27,0,0.612762595149634
"2481",2902,2010,1,6,32,49,0,0.612762595149634
"2482",2902,2010,2,1,9,19,0,0.612762595149634
"2483",2902,2010,3,2,19,25,0,0.612762595149634
"2484",2902,2011,1,9,25,50,60.3781554562159,0.612762595149634
"2485",2902,2011,3,2,11,19,60.3781554562159,0.612762595149634
"2486",2902,2011,2,4,15,23,60.3781554562159,0.612762595149634
"2488",2902,2012,1,5,23,44,86.8662128685214,0.612762595149634
"2489",2902,2012,3,1,11,14,86.8662128685214,0.612762595149634
"2491",2902,2012,2,3,12,18,86.8662128685214,0.612762595149634
"2492",2902,2013,1,6,28,54,94.6172809856596,0.612762595149634
"2493",2902,2013,2,1,9,15,94.6172809856596,0.612762595149634
"2494",2902,2013,3,3,7,11,94.6172809856596,0.612762595149634
"2497",2902,2014,2,0,14,18,93.4496758504197,0.612762595149634
"2498",2902,2014,3,3,16,26,93.4496758504197,0.612762595149634
"2499",2902,2014,1,11,26,51,93.4496758504197,0.612762595149634
"2500",2902,2015,1,6,25,46,98.2371727448821,0.612762595149634
"2501",2902,2015,2,1,10,15,98.2371727448821,0.612762595149634
"2502",2902,2015,3,3,19,29,98.2371727448821,0.612762595149634
"2505",2903,2005,1,28,138,215,0,0.628343531393474
"2506",2903,2005,2,6,29,45,0,0.628343531393474
"2507",2903,2005,3,4,33,46,0,0.628343531393474
"2509",2903,2006,1,22,100,174,0,0.628343531393474
"2510",2903,2006,2,9,40,64,0,0.628343531393474
"2511",2903,2006,3,11,31,58,0,0.628343531393474
"2513",2903,2007,1,19,75,132,0,0.628343531393474
"2514",2903,2007,2,7,21,36,0,0.628343531393474
"2515",2903,2007,3,5,45,60,0,0.628343531393474
"2517",2903,2008,1,12,73,129,0,0.628343531393474
"2518",2903,2008,2,5,26,51,0,0.628343531393474
"2519",2903,2008,3,5,38,54,0,0.628343531393474
"2521",2903,2009,1,11,64,114,0,0.628343531393474
"2522",2903,2009,2,5,26,43,0,0.628343531393474
"2523",2903,2009,3,5,35,58,0,0.628343531393474
"2525",2903,2010,1,13,73,119,0,0.628343531393474
"2526",2903,2010,2,6,25,43,0,0.628343531393474
"2527",2903,2010,3,5,28,47,0,0.628343531393474
"2528",2903,2011,3,3,34,48,63.5068355912532,0.628343531393474
"2529",2903,2011,2,2,30,37,63.5068355912532,0.628343531393474
"2530",2903,2011,1,13,65,101,63.5068355912532,0.628343531393474
"2532",2903,2012,1,7,71,97,86.6018466901532,0.628343531393474
"2534",2903,2012,3,1,38,46,86.6018466901532,0.628343531393474
"2535",2903,2012,2,5,25,39,86.6018466901532,0.628343531393474
"2537",2903,2013,2,3,26,37,88.1307942276682,0.628343531393474
"2538",2903,2013,1,2,61,83,88.1307942276682,0.628343531393474
"2539",2903,2013,3,5,29,45,88.1307942276682,0.628343531393474
"2540",2903,2014,3,2,32,47,88.7271467219934,0.628343531393474
"2541",2903,2014,1,7,61,89,88.7271467219934,0.628343531393474
"2543",2903,2014,2,0,22,25,88.7271467219934,0.628343531393474
"2544",2903,2015,1,2,60,80,95.2275653454669,0.628343531393474
"2546",2903,2015,3,2,27,41,95.2275653454669,0.628343531393474
"2547",2903,2015,2,2,17,21,95.2275653454669,0.628343531393474
"2549",2904,2005,1,20,97,149,0,0.583909541703516
"2550",2904,2005,2,6,14,28,0,0.583909541703516
"2551",2904,2005,3,2,45,53,0,0.583909541703516
"2553",2904,2006,1,13,80,118,0,0.583909541703516
"2554",2904,2006,2,9,23,40,0,0.583909541703516
"2555",2904,2006,3,7,26,44,0,0.583909541703516
"2557",2904,2007,1,15,66,108,0,0.583909541703516
"2558",2904,2007,2,5,18,32,0,0.583909541703516
"2559",2904,2007,3,3,22,36,0,0.583909541703516
"2561",2904,2008,1,17,68,128,0,0.583909541703516
"2562",2904,2008,2,1,18,33,0,0.583909541703516
"2563",2904,2008,3,4,35,47,0,0.583909541703516
"2565",2904,2009,1,14,53,110,0,0.583909541703516
"2566",2904,2009,2,3,16,26,0,0.583909541703516
"2567",2904,2009,3,6,29,50,0,0.583909541703516
"2569",2904,2010,1,16,59,98,0,0.583909541703516
"2570",2904,2010,2,5,20,27,0,0.583909541703516
"2571",2904,2010,3,2,18,28,0,0.583909541703516
"2572",2904,2011,3,3,22,32,64.7933558079495,0.583909541703516
"2573",2904,2011,1,7,43,75,64.7933558079495,0.583909541703516
"2574",2904,2011,2,0,19,26,64.7933558079495,0.583909541703516
"2576",2904,2012,2,3,19,31,81.695182732972,0.583909541703516
"2577",2904,2012,1,9,41,76,81.695182732972,0.583909541703516
"2578",2904,2012,3,3,30,44,81.695182732972,0.583909541703516
"2580",2904,2013,2,5,11,20,82.8266164464436,0.583909541703516
"2582",2904,2013,1,7,56,88,82.8266164464436,0.583909541703516
"2583",2904,2013,3,3,21,39,82.8266164464436,0.583909541703516
"2584",2904,2014,3,4,22,31,88.1529872055972,0.583909541703516
"2585",2904,2014,2,3,17,28,88.1529872055972,0.583909541703516
"2586",2904,2014,1,11,48,75,88.1529872055972,0.583909541703516
"2588",2904,2015,1,8,39,58,92.0321489276103,0.583909541703516
"2589",2904,2015,2,2,12,19,92.0321489276103,0.583909541703516
"2590",2904,2015,3,2,23,34,92.0321489276103,0.583909541703516
"2593",2905,2005,1,41,120,229,0,0.727935069931941
"2594",2905,2005,2,18,46,85,0,0.727935069931941
"2595",2905,2005,3,8,41,76,0,0.727935069931941
"2597",2905,2006,1,41,101,217,0,0.727935069931941
"2598",2905,2006,2,12,38,79,0,0.727935069931941
"2599",2905,2006,3,12,56,96,0,0.727935069931941
"2601",2905,2007,1,23,94,180,0,0.727935069931941
"2602",2905,2007,2,11,35,65,0,0.727935069931941
"2603",2905,2007,3,5,49,82,0,0.727935069931941
"2605",2905,2008,1,20,98,182,0,0.727935069931941
"2606",2905,2008,2,6,29,51,0,0.727935069931941
"2607",2905,2008,3,5,57,82,0,0.727935069931941
"2609",2905,2009,1,24,126,219,0,0.727935069931941
"2610",2905,2009,2,4,41,66,0,0.727935069931941
"2611",2905,2009,3,6,53,93,0,0.727935069931941
"2613",2905,2010,1,20,72,153,0,0.727935069931941
"2614",2905,2010,2,8,35,65,0,0.727935069931941
"2615",2905,2010,3,4,51,76,0,0.727935069931941
"2616",2905,2011,1,18,75,145,72.59724066746,0.727935069931941
"2618",2905,2011,2,7,29,58,72.59724066746,0.727935069931941
"2619",2905,2011,3,6,28,49,72.59724066746,0.727935069931941
"2620",2905,2012,3,10,43,69,82.688111998974,0.727935069931941
"2621",2905,2012,2,9,23,44,82.688111998974,0.727935069931941
"2623",2905,2012,1,22,107,167,82.688111998974,0.727935069931941
"2624",2905,2013,3,8,33,55,87.6355694248738,0.727935069931941
"2625",2905,2013,1,28,81,162,87.6355694248738,0.727935069931941
"2627",2905,2013,2,7,21,40,87.6355694248738,0.727935069931941
"2628",2905,2014,1,19,90,178,85.00346372899,0.727935069931941
"2630",2905,2014,3,8,40,68,85.00346372899,0.727935069931941
"2631",2905,2014,2,11,24,56,85.00346372899,0.727935069931941
"2632",2905,2015,2,6,27,47,88.1676077644966,0.727935069931941
"2633",2905,2015,3,4,32,48,88.1676077644966,0.727935069931941
"2635",2905,2015,1,16,84,153,88.1676077644966,0.727935069931941
"2637",2906,2005,1,22,154,248,0,0.610473163994135
"2638",2906,2005,2,7,46,72,0,0.610473163994135
"2639",2906,2005,3,7,50,78,0,0.610473163994135
"2641",2906,2006,1,33,114,186,0,0.610473163994135
"2642",2906,2006,2,14,37,75,0,0.610473163994135
"2643",2906,2006,3,3,59,85,0,0.610473163994135
"2645",2906,2007,1,19,95,147,0,0.610473163994135
"2646",2906,2007,2,3,34,48,0,0.610473163994135
"2647",2906,2007,3,9,36,54,0,0.610473163994135
"2649",2906,2008,1,16,79,141,0,0.610473163994135
"2650",2906,2008,2,5,39,53,0,0.610473163994135
"2651",2906,2008,3,6,43,67,0,0.610473163994135
"2653",2906,2009,1,12,90,136,0,0.610473163994135
"2654",2906,2009,2,2,34,47,0,0.610473163994135
"2655",2906,2009,3,5,48,63,0,0.610473163994135
"2657",2906,2010,1,10,69,115,0,0.610473163994135
"2658",2906,2010,2,10,33,53,0,0.610473163994135
"2659",2906,2010,3,5,40,63,0,0.610473163994135
"2661",2906,2011,2,3,23,38,69.0247611636157,0.610473163994135
"2662",2906,2011,1,13,63,92,69.0247611636157,0.610473163994135
"2663",2906,2011,3,3,36,54,69.0247611636157,0.610473163994135
"2664",2906,2012,2,4,26,38,89.5999614701291,0.610473163994135
"2665",2906,2012,1,8,57,95,89.5999614701291,0.610473163994135
"2667",2906,2012,3,2,31,45,89.5999614701291,0.610473163994135
"2669",2906,2013,1,11,63,93,98.3015812307838,0.610473163994135
"2670",2906,2013,2,1,18,29,98.3015812307838,0.610473163994135
"2671",2906,2013,3,4,30,46,98.3015812307838,0.610473163994135
"2672",2906,2014,2,3,16,34,93.1887948952273,0.610473163994135
"2674",2906,2014,1,6,70,90,93.1887948952273,0.610473163994135
"2675",2906,2014,3,1,21,36,93.1887948952273,0.610473163994135
"2676",2906,2015,1,8,58,88,95.0294162962963,0.610473163994135
"2677",2906,2015,2,6,23,37,95.0294162962963,0.610473163994135
"2678",2906,2015,3,1,24,38,95.0294162962963,0.610473163994135
"2681",2907,2005,1,23,112,189,0,0.635929289937125
"2682",2907,2005,2,4,43,69,0,0.635929289937125
"2683",2907,2005,3,8,63,91,0,0.635929289937125
"2685",2907,2006,1,23,109,178,0,0.635929289937125
"2686",2907,2006,2,8,39,75,0,0.635929289937125
"2687",2907,2006,3,5,51,71,0,0.635929289937125
"2689",2907,2007,1,20,94,152,0,0.635929289937125
"2690",2907,2007,2,8,46,72,0,0.635929289937125
"2691",2907,2007,3,12,57,88,0,0.635929289937125
"2693",2907,2008,1,19,68,128,0,0.635929289937125
"2694",2907,2008,2,6,42,68,0,0.635929289937125
"2695",2907,2008,3,7,46,71,0,0.635929289937125
"2697",2907,2009,1,10,72,138,0,0.635929289937125
"2698",2907,2009,2,6,25,43,0,0.635929289937125
"2699",2907,2009,3,6,55,83,0,0.635929289937125
"2701",2907,2010,1,17,61,110,0,0.635929289937125
"2702",2907,2010,2,5,30,48,0,0.635929289937125
"2703",2907,2010,3,5,37,57,0,0.635929289937125
"2704",2907,2011,2,4,25,37,57.4840495061301,0.635929289937125
"2705",2907,2011,1,12,63,101,57.4840495061301,0.635929289937125
"2707",2907,2011,3,2,34,53,57.4840495061301,0.635929289937125
"2708",2907,2012,2,9,20,34,75.2981857240142,0.635929289937125
"2710",2907,2012,3,5,24,39,75.2981857240142,0.635929289937125
"2711",2907,2012,1,17,63,115,75.2981857240142,0.635929289937125
